1,1,119.55,330.69,134.45999999999998,64.30000000000001,1,1,1.0
1,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
1,3,553.36,259.21,37.59000000000003,25.840000000000032,1,1,1.0
1,4,732.85,266.26,71.88999999999999,39.47000000000003,1,1,1.0
1,5,0.36,266.63,18.87,16.980000000000018,1,1,0.0
2,1,97.9,334.46,136.60999999999999,64.31,1,1,1.0
2,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
2,3,549.58,259.84,37.58999999999992,25.840000000000032,1,1,0.0
2,4,719.64,268.15,73.13,39.47000000000003,1,1,1.0
2,5,0.36,266.63,21.400000000000002,16.980000000000018,1,1,0.0
3,1,72.37,338.24,141.32999999999998,64.30000000000001,1,1,1.0
3,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
3,3,549.58,259.84,30.719999999999914,25.840000000000032,1,1,0.0
3,4,706.43,270.03,74.37,39.47000000000003,1,1,1.0
3,5,0.36,266.63,23.94,16.980000000000018,1,1,0.0
4,1,47.84,343.27,143.85999999999999,64.31,1,1,1.0
4,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
4,3,549.58,259.84,26.319999999999936,25.840000000000032,1,1,0.0
4,4,691.33,271.92,74.37,39.46999999999997,1,1,1.0
4,5,3.08,266.0,23.939999999999998,23.05000000000001,1,1,0.0
5,1,21.42,345.78,148.88,67.42000000000002,1,1,1.0
5,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
5,3,549.58,259.84,20.620000000000005,25.840000000000032,1,1,0.0
5,4,677.49,273.81,76.90999999999997,39.46999999999997,1,1,1.0
5,5,7.78,267.6,23.939999999999998,24.029999999999973,1,1,0.0
6,1,0.0,348.93,148.28,67.42000000000002,1,1,1.0
6,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
6,3,549.58,259.84,15.019999999999982,25.840000000000032,1,1,0.0
6,4,662.02,274.33,80.83000000000004,41.83000000000004,1,1,1.0
6,5,12.47,268.8,23.950000000000003,25.420000000000016,1,1,0.0
7,1,0.0,354.55,124.75,67.40999999999997,1,1,1.0
7,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
7,3,524.0,259.84,40.60000000000002,25.840000000000032,1,1,0.0
7,4,649.7,275.64,80.82999999999993,46.56,1,1,1.0
7,5,14.12,270.9,23.940000000000005,23.32000000000005,1,1,0.0
8,1,0.0,355.6,99.48,73.0,1,1,1.0
8,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
8,3,518.38,260.54,40.60000000000002,25.849999999999966,1,1,0.0
8,4,634.76,276.96,80.82000000000005,46.55000000000001,1,1,1.0
8,5,15.76,271.1,23.950000000000003,23.120000000000005,1,1,0.0
9,1,0.0,355.6,79.8,73.0,1,1,1.0
9,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
9,3,513.8,260.54,22.40000000000009,25.849999999999966,1,1,0.0
9,4,621.39,279.58,80.82000000000005,46.55000000000001,1,1,1.0
9,5,17.17,271.6,23.939999999999998,22.620000000000005,1,1,0.0
10,1,0.0,355.6,53.8,73.0,1,1,1.0
10,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,0.0
10,3,508.54,260.89,26.259999999999934,25.850000000000023,1,1,0.0
10,4,605.66,281.68,80.82000000000005,46.55000000000001,1,1,1.0
10,5,19.99,271.6,23.94,23.089999999999975,1,1,1.0
11,1,0.0,355.6,27.1,73.0,1,1,1.0
11,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
11,3,503.62,260.89,30.779999999999973,25.850000000000023,1,1,0.0
11,4,591.24,283.77,82.93999999999994,46.56,1,1,1.0
11,5,21.87,274.4,23.94,21.230000000000018,1,1,1.0
12,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
12,3,494.14,260.54,39.56000000000006,25.849999999999966,1,1,0.0
12,4,574.19,285.61,87.40999999999997,46.55000000000001,1,1,0.0
12,5,22.34,274.9,23.94,22.140000000000043,1,1,1.0
13,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
13,3,489.23,260.54,39.559999999999945,25.849999999999966,1,1,1.0
13,4,558.2,289.28,87.40999999999997,46.55000000000001,1,1,0.0
13,5,25.63,275.4,23.94,23.52000000000004,1,1,1.0
14,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
14,3,482.56,261.95,39.56,25.840000000000032,1,1,1.0
14,4,543.26,290.33,87.39999999999998,46.55000000000001,1,1,0.0
14,5,25.63,276.3,23.94,22.620000000000005,1,1,1.0
15,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
15,3,476.24,260.89,39.559999999999945,25.850000000000023,1,1,1.0
15,4,526.48,292.69,89.54999999999995,46.55000000000001,1,1,0.0
15,5,25.63,276.93,23.94,22.620000000000005,1,1,1.0
16,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
16,3,469.22,259.49,39.559999999999945,25.839999999999975,1,1,1.0
16,4,510.22,293.72,90.56999999999994,49.45999999999998,1,1,0.0
16,5,25.63,277.55,23.94,22.620000000000005,1,1,1.0
17,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
17,3,462.2,259.49,39.56,25.839999999999975,1,1,1.0
17,4,492.92,298.18,92.44999999999999,49.44999999999999,1,1,0.0
17,5,25.63,278.18,23.94,22.620000000000005,1,1,1.0
18,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
18,3,455.89,258.79,39.55000000000001,25.839999999999975,1,1,1.0
18,4,472.73,298.97,95.62,49.44999999999999,1,1,0.0
18,5,25.63,278.81,23.94,22.610000000000014,1,1,1.0
19,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
19,3,450.27,259.14,39.56,25.840000000000032,1,1,1.0
19,4,459.62,300.76,95.62,52.379999999999995,1,1,0.0
19,5,25.63,279.43,23.94,22.620000000000005,1,1,1.0
20,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
20,3,442.9,258.44,39.55000000000001,25.839999999999975,1,1,1.0
20,4,439.96,303.12,95.62000000000006,52.379999999999995,1,1,0.0
20,5,25.63,280.06,23.94,22.620000000000005,1,1,1.0
21,2,208.93,249.34,96.32999999999998,44.16999999999999,1,1,1.0
