1,1,309.89,0.0,400.0,115.0,1,1,1.0
1,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
1,3,0.0,10.04,18.63,36.39,1,1,1.0
1,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
1,5,53.89,60.29,120.42,61.48,1,1,0.0
2,1,309.89,0.0,400.0,115.0,1,1,1.0
2,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
2,3,0.0,10.04,9.9,36.39,1,1,1.0
2,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
2,5,34.27,57.37,120.42999999999998,61.470000000000006,1,1,0.0
3,1,309.89,0.0,400.0,115.0,1,1,1.0
3,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
3,3,0.0,10.04,5.0,36.39,1,1,1.0
3,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
3,5,13.81,52.5,120.41999999999999,61.47,1,1,0.0
4,1,309.89,0.0,400.0,115.0,1,1,1.0
4,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
4,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
4,5,4.07,48.6,120.41999999999999,61.48,1,1,0.0
5,1,309.89,0.0,400.0,115.0,1,1,1.0
5,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
5,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
5,5,0.17,45.68,95.13,61.470000000000006,1,1,0.0
6,1,309.89,0.0,400.0,115.0,1,1,1.0
6,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
6,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
6,5,0.17,45.68,77.63,61.470000000000006,1,1,0.0
7,1,309.89,0.0,400.0,115.0,1,1,1.0
7,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
7,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
7,5,0.17,38.86,62.03,61.47,1,1,0.0
8,1,309.89,0.0,400.0,115.0,1,1,1.0
8,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
8,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
8,5,0.17,38.86,49.33,53.64,1,1,0.0
9,1,309.89,0.0,400.0,115.0,1,1,1.0
9,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
9,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
9,5,0.17,38.86,26.93,53.64,1,1,0.0
10,1,309.89,0.0,400.0,115.0,1,1,1.0
10,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
10,6,912.27,188.34,47.73000000000002,85.73999999999998,1,1,1.0
10,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
10,5,0.17,38.86,12.33,53.64,1,1,0.0
11,1,309.89,0.0,400.0,115.0,1,1,1.0
11,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
11,6,861.6,179.57,98.39999999999998,90.63,1,1,1.0
11,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
12,1,309.89,0.0,400.0,115.0,1,1,1.0
12,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
12,6,820.7,170.8,139.29999999999995,90.63,1,1,1.0
12,4,949.79,30.29,10.190000000000055,26.96,1,1,1.0
13,1,309.89,0.0,400.0,115.0,1,1,1.0
13,2,94.32,0.0,230.73000000000002,60.29,1,1,1.0
